07:59:06.267 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: 100%25renewableenergy.txt
07:59:06.274 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.3571013321992943
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.8666995516457405
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.4264941115395033
07:59:06.275 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8864474631301268
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8864474631301268
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Africa.txt
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 6737
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.4491155029421554
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.211205744572022
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.5744277671657079
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.4538918838255386
07:59:06.276 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.4538918838255386
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Agenda21.txt
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1449
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.7622336891440081
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.7542769921614432
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.277 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.2803577510564548
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8243323390156148
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8243323390156148
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Airconditioning.txt
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 6152
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.262499417262897
07:59:06.278 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.2541569084738744
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.630259326239973
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.4887390980170121
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.4887390980170121
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Airsourceheatpumps.txt
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2403
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.0665614596363364
07:59:06.279 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4348318329552725
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8651158889741546
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6233231900253764
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6233231900253764
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Algaefuel.txt
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 9262
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.254595188993653
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.280 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8373623165522438
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.0884744299358464
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.08477711031488788
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.08477711031488788
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: AlliancetoSaveEnergy.txt
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 602
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.4920391172289116
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4744921728901776
07:59:06.281 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.9166697564558595
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6505891782037767
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6505891782037767
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Alternativeenergy.txt
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 5168
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.9486015910947094
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6606694710663
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1586787703480046
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7694963541488565
07:59:06.282 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7694963541488565
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Anticonsumerism.txt
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1782
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8684613071460473
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.177439421188955
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.530535441384028
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.42561763587094265
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.42561763587094265
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Appropriatetechnology.txt
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 4504
07:59:06.283 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.7367843588023553
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8038631150912975
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.044929331843013
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.043949258099489345
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.043949258099489345
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Artificialphotosynthesis.txt
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 3849
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.284 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.5278381432127588
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8703088866298645
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.1313011709710004
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.12336844901648608
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.12336844901648608
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: ASHRAE.txt
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 873
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.578488620167508
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.3937382708318402
07:59:06.285 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8116989979555755
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.5942650779034537
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.5942650779034537
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: ASME.txt
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 616
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.49650514321097927
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4700918402990355
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.9109498316228524
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6476004124922125
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6476004124922125
07:59:06.286 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: BadenW%C3%BCrttemberg.txt
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2077
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.9625668546253311
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.1209809208868946
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.4571459029291005
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.3764796614781887
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.3764796614781887
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Batteryelectricvehicle.txt
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1774
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.287 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 5
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8659092922991514
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.8752420898224518
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.437598425870707
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8910133029190138
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8910133029190138
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: BillGates.txt
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 4908
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.8656611085705948
07:59:06.288 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6781806154370158
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1814412382901
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7799857768401438
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7799857768401438
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biochar.txt
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2182
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.996062049490839
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.651626005367195
07:59:06.289 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1469233080147965
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7640357977252534
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7640357977252534
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biodiesel.txt
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 8915
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.1439015450095464
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8553818461530905
07:59:06.290 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.1118977400398304
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.10606823120393825
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.10606823120393825
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biodiversity.txt
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 7243
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 17
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.6105304420083164
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.907138621803127
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
07:59:06.291 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.479060238491493
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9078795522703272
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9078795522703272
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Bioenergywithcarboncaptureandstorage.txt
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1542
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 4
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.7919008617391722
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.836431982611203
07:59:06.292 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
