13:19:18.543 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: 100%25renewableenergy.txt
13:19:18.555 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 9262
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.254595188993653
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8373623165522438
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.556 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.0884744299358464
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.08477711031488788
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.08477711031488788
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: AlliancetoSaveEnergy.txt
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 602
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.4920391172289116
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4744921728901776
13:19:18.557 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.9166697564558595
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6505891782037767
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6505891782037767
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Alternativeenergy.txt
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 5168
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.9486015910947094
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.558 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6606694710663
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1586787703480046
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7694963541488565
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7694963541488565
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Anticonsumerism.txt
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1782
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8684613071460473
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.177439421188955
13:19:18.559 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.530535441384028
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.42561763587094265
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.42561763587094265
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Appropriatetechnology.txt
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 4504
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.7367843588023553
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8038631150912975
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.044929331843013
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.043949258099489345
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.043949258099489345
13:19:18.560 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Artificialphotosynthesis.txt
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 3849
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.5278381432127588
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8703088866298645
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.1313011709710004
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.12336844901648608
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.12336844901648608
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: ASHRAE.txt
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 873
13:19:18.561 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.578488620167508
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.3937382708318402
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.8116989979555755
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.5942650779034537
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.5942650779034537
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: ASME.txt
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 616
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.562 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.49650514321097927
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.4700918402990355
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.9109498316228524
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.6476004124922125
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.6476004124922125
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: BadenW%C3%BCrttemberg.txt
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2077
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.563 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 1
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.9625668546253311
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.1209809208868946
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.4571459029291005
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.3764796614781887
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.3764796614781887
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Batteryelectricvehicle.txt
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1774
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.564 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 5
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.8659092922991514
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.8752420898224518
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.437598425870707
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.8910133029190138
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.8910133029190138
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: BillGates.txt
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 4908
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 6
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 1.8656611085705948
13:19:18.565 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.6781806154370158
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1814412382901
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7799857768401438
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7799857768401438
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biochar.txt
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 2182
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 3
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.996062049490839
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.651626005367195
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.566 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.1469233080147965
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.7640357977252534
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.7640357977252534
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biodiesel.txt
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 8915
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 2
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 3.1439015450095464
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 0.8553818461530905
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 1.1118977400398304
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.10606823120393825
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.10606823120393825
13:19:18.567 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Biodiversity.txt
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 7243
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 17
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 2.6105304420083164
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.907138621803127
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Multiplication = 2.479060238491493
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Score = 0.9078795522703272
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - bm25Score: 0.9078795522703272
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Processing doc: Bioenergywithcarboncaptureandstorage.txt
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - Doc length = 1542
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - ni = 433
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - N = 996
13:19:18.568 [main] INFO  n.i.a.task01.relevencemodels.BM25 - qfi = 1
13:19:18.569 [main] INFO  n.i.a.task01.relevencemodels.BM25 - fi = 4
13:19:18.569 [main] INFO  n.i.a.task01.relevencemodels.BM25 - K = 0.7919008617391722
13:19:18.569 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term1 = 1.2998846597462514
13:19:18.569 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term2 = 1.836431982611203
13:19:18.569 [main] INFO  n.i.a.task01.relevencemodels.BM25 - term3 = 1.0
